Month,City,Company,Total Monthly Hours
November,Ratnagiri,Reliance Energy,336.64
March,Ratnagiri,Adani Power Ltd.,252.0
August,Ratnagiri,Reliance Energy,796.8
May,Ratnagiri,Tata Power Company Ltd.,1065.6
April,Ratnagiri,Indowind Energy,717.6
May,Ratnagiri,Indowind Energy,798.4
July,Ratnagiri,Tata Power Company Ltd.,1519.2
April,Ratnagiri,Reliance Energy,633.6
August,Ratnagiri,Adani Power Ltd.,903.6
July,Ratnagiri,Reliance Energy,626.4
January,Ratnagiri,Orient Green,391.68
September,Ratnagiri,Tata Power Company Ltd.,427.2
July,Ratnagiri,Indowind Energy,1176.0
May,Ratnagiri,Adani Power Ltd.,715.2
April,Ratnagiri,Orient Green,588.0
August,Ratnagiri,Orient Green,847.2
June,Ratnagiri,Orient Green,1094.4
August,Ratnagiri,Orient Green,586.8
June,Shimla,Tata Power Company Ltd.,237.75
December,Shimla,Reliance Energy,126.0
August,Shimla,Orient Green,169.875
January,Shimla,Tata Power Company Ltd.,100.8
August,Shimla,Orient Green,222.75
April,Shimla,Tata Power Company Ltd.,268.5
August,Shimla,Reliance Energy,182.25
December,Shimla,Tata Power Company Ltd.,130.2
August,Shimla,Indowind Energy,250.5
August,Shimla,Indowind Energy,202.5
November,Shimla,Orient Green,94.8
October,Shimla,Reliance Energy,97.25
June,Shimla,Tata Power Company Ltd.,521.25
August,Shimla,Adani Power Ltd.,98.25
August,Shimla,Adani Power Ltd.,153.75
September,Shimla,Reliance Energy,150.3
August,Shimla,Orient Green,195.375
December,Shimla,Orient Green,99.4
April,Shimla,Orient Green,234.75
November,Shimla,Indowind Energy,88.0
June,Shimla,Orient Green,475.5
July,Shimla,Indowind Energy,343.5
March,Shimla,Orient Green,123.75
January,Shimla,Orient Green,91.6
November,Shimla,Reliance Energy,106.8
May,Shimla,Reliance Energy,274.5
June,Shimla,Indowind Energy,381.75
August,Shimla,Tata Power Company Ltd.,112.5
June,Shimla,Reliance Energy,550.5
February,Shimla,Orient Green,143.2
February,Shimla,Adani Power Ltd.,81.8
December,Shimla,Orient Green,123.8
August,Shimla,Adani Power Ltd.,259.875
September,Shimla,Indowind Energy,108.6
August,Shimla,Tata Power Company Ltd.,273.0
April,Shimla,Indowind Energy,219.0
September,Shimla,Adani Power Ltd.,146.7
February,Shimla,Tata Power Company Ltd.,108.6
January,Shimla,Adani Power Ltd.,104.8
August,Shimla,Indowind Energy,186.375
August,Shimla,Adani Power Ltd.,183.375
June,Shimla,Adani Power Ltd.,509.25
August,Shimla,Adani Power Ltd.,228.75
December,Shimla,Orient Green,108.0
June,Shimla,Adani Power Ltd.,554.25
October,Shimla,Indowind Energy,149.25
December,Shimla,Orient Green,68.8
September,Shimla,Indowind Energy,175.8
February,Shimla,Orient Green,109.2
May,Shimla,Tata Power Company Ltd.,210.5
April,Shimla,Orient Green,217.5
December,Shimla,Tata Power Company Ltd.,87.0
December,Shimla,Reliance Energy,62.6
November,Shimla,Orient Green,120.8
April,Shimla,Orient Green,196.125
December,Shimla,Adani Power Ltd.,87.2
July,Shimla,Adani Power Ltd.,266.25
September,Shimla,Tata Power Company Ltd.,77.7
February,Shimla,Adani Power Ltd.,84.2
November,Shimla,Tata Power Company Ltd.,146.0
July,Shimla,Adani Power Ltd.,441.0
December,Shimla,Adani Power Ltd.,103.2
November,Shimla,Reliance Energy,75.6
December,Shimla,Tata Power Company Ltd.,118.4
July,Shimla,Tata Power Company Ltd.,428.25
August,Shimla,Orient Green,183.375
May,Shimla,Tata Power Company Ltd.,223.5
September,Shimla,Orient Green,189.6
July,Shimla,Adani Power Ltd.,492.75
March,Shimla,Reliance Energy,112.25
March,Shimla,Reliance Energy,95.0
December,Shimla,Reliance Energy,66.6
June,Shimla,Indowind Energy,200.25
January,Shimla,Adani Power Ltd.,61.8
August,Shimla,Indowind Energy,219.0
June,Shimla,Reliance Energy,459.75
June,Shimla,Indowind Energy,325.5
October,Shimla,Tata Power Company Ltd.,226.75
January,Shimla,Orient Green,110.8
December,Shimla,Adani Power Ltd.,120.8
May,Shimla,Tata Power Company Ltd.,286.5
March,Shimla,Adani Power Ltd.,158.25
January,Shimla,Tata Power Company Ltd.,98.4
February,Shimla,Orient Green,87.2
March,Shimla,Tata Power Company Ltd.,152.25
July,Shimla,Tata Power Company Ltd.,452.25
April,Shimla,Reliance Energy,139.5
November,Shimla,Orient Green,119.8
May,Shimla,Tata Power Company Ltd.,342.0
June,Shimla,Reliance Energy,485.25
August,Shimla,Reliance Energy,125.625
September,Shimla,Adani Power Ltd.,162.9
August,Shimla,Adani Power Ltd.,164.25
June,Shimla,Orient Green,292.5
November,Shimla,Reliance Energy,93.0
June,Shimla,Adani Power Ltd.,378.75
July,Shimla,Tata Power Company Ltd.,426.0
February,Shimla,Reliance Energy,96.4
October,Shimla,Indowind Energy,147.5
March,Shimla,Adani Power Ltd.,101.75
June,Shimla,Orient Green,442.5
July,Shimla,Reliance Energy,508.5
March,Shimla,Indowind Energy,117.75
September,Shimla,Reliance Energy,256.2
June,Shimla,Tata Power Company Ltd.,488.25
November,Shimla,Orient Green,88.2
January,Shimla,Reliance Energy,136.2
September,Shimla,Reliance Energy,190.2
January,Shimla,Reliance Energy,61.4
March,Shimla,Adani Power Ltd.,146.0
October,Shimla,Tata Power Company Ltd.,131.0
January,Shimla,Reliance Energy,136.6
October,Shimla,Tata Power Company Ltd.,129.25
July,Shimla,Tata Power Company Ltd.,337.5
January,Shimla,Tata Power Company Ltd.,90.6
July,Shimla,Adani Power Ltd.,251.25
September,Shimla,Adani Power Ltd.,180.9
March,Shimla,Tata Power Company Ltd.,96.75
November,Shimla,Reliance Energy,136.8
September,Shimla,Indowind Energy,176.7
September,Shimla,Tata Power Company Ltd.,114.9
June,Shimla,Orient Green,352.5
July,Shimla,Tata Power Company Ltd.,380.25
May,Shimla,Indowind Energy,329.5
January,Shimla,Indowind Energy,93.6
April,Shimla,Reliance Energy,223.5
January,Shimla,Indowind Energy,82.4
March,Shimla,Orient Green,172.75
January,Shimla,Adani Power Ltd.,61.8
October,Shimla,Indowind Energy,93.0
January,Shimla,Tata Power Company Ltd.,145.2
October,Shimla,Indowind Energy,118.25
January,Shimla,Indowind Energy,75.6
June,Shimla,Reliance Energy,423.75
January,Shimla,Reliance Energy,111.4
July,Shimla,Reliance Energy,262.5
April,Shimla,Orient Green,238.125
December,Shimla,Indowind Energy,113.4
February,Shimla,Adani Power Ltd.,135.6
April,Shimla,Indowind Energy,183.75
October,Shimla,Tata Power Company Ltd.,117.75
March,Shimla,Orient Green,105.75
October,Shimla,Indowind Energy,125.25
February,Shimla,Indowind Energy,123.6
March,Shimla,Indowind Energy,125.5
April,Shimla,Orient Green,307.5
April,Shimla,Indowind Energy,439.5
July,Shimla,Indowind Energy,765.0
August,Shimla,Orient Green,274.5
February,Shimla,Indowind Energy,193.6
October,Shimla,Reliance Energy,164.5
February,Shimla,Adani Power Ltd.,176.0
September,Shimla,Tata Power Company Ltd.,234.0
February,Shimla,Indowind Energy,235.2
January,Shimla,Orient Green,182.4
April,Shimla,Orient Green,437.25
June,Shimla,Tata Power Company Ltd.,1045.5
November,Shimla,Orient Green,173.6
April,Shimla,Reliance Energy,413.25
July,Shimla,Indowind Energy,798.0
February,Shimla,Adani Power Ltd.,236.4
April,Shimla,Adani Power Ltd.,363.0
May,Shimla,Indowind Energy,449.0
September,Shimla,Orient Green,402.6
March,Shimla,Reliance Energy,301.5
July,Shimla,Orient Green,697.5
May,Shimla,Tata Power Company Ltd.,487.0
April,Shimla,Indowind Energy,452.25
September,Shimla,Orient Green,357.6
June,Shimla,Tata Power Company Ltd.,1161.0
September,Shimla,Orient Green,310.2
March,Shimla,Tata Power Company Ltd.,282.5
May,Shimla,Adani Power Ltd.,789.0
October,Shimla,Tata Power Company Ltd.,129.5
January,Shimla,Adani Power Ltd.,136.4
June,Shimla,Tata Power Company Ltd.,696.0
November,Shimla,Indowind Energy,236.0
November,Shimla,Adani Power Ltd.,200.8
May,Shimla,Orient Green,602.0
January,Shimla,Tata Power Company Ltd.,267.6
March,Shimla,Indowind Energy,231.0
March,Shimla,Tata Power Company Ltd.,358.0
December,Shimla,Reliance Energy,237.2
November,Shimla,Orient Green,165.6
October,Shimla,Tata Power Company Ltd.,187.5
January,Shimla,Adani Power Ltd.,186.0
October,Shimla,Orient Green,259.5
March,Shimla,Reliance Energy,310.0
June,Shimla,Adani Power Ltd.,864.0
November,Shimla,Reliance Energy,231.6
December,Shimla,Indowind Energy,170.0
September,Shimla,Tata Power Company Ltd.,434.4
November,Shimla,Indowind Energy,324.4
February,Shimla,Tata Power Company Ltd.,146.8
July,Shimla,Tata Power Company Ltd.,531.0
August,Shimla,Adani Power Ltd.,456.75
May,Shimla,Adani Power Ltd.,628.0
November,Shimla,Tata Power Company Ltd.,196.0
August,Shimla,Indowind Energy,338.25
January,Shimla,Indowind Energy,229.6
June,Shimla,Orient Green,448.5
May,Shimla,Reliance Energy,601.0
January,Shimla,Orient Green,264.0
March,Shimla,Reliance Energy,318.5
March,Shimla,Tata Power Company Ltd.,336.0
August,Shimla,Orient Green,237.0
January,Shimla,Tata Power Company Ltd.,135.2
April,Shimla,Adani Power Ltd.,312.75
May,Shimla,Tata Power Company Ltd.,632.0
August,Shimla,Tata Power Company Ltd.,444.0
October,Shimla,Orient Green,209.0
June,Shimla,Adani Power Ltd.,391.5
January,Shimla,Indowind Energy,168.4
June,Shimla,Adani Power Ltd.,1008.0
October,Shimla,Reliance Energy,225.0
April,Shimla,Indowind Energy,305.25
February,Shimla,Adani Power Ltd.,188.4
August,Shimla,Reliance Energy,453.0
August,Shimla,Adani Power Ltd.,497.25
May,Shimla,Orient Green,607.0
October,Shimla,Adani Power Ltd.,250.0
July,Shimla,Tata Power Company Ltd.,843.0
July,Shimla,Tata Power Company Ltd.,451.5
October,Shimla,Tata Power Company Ltd.,198.0
March,Shimla,Adani Power Ltd.,282.0
August,Shimla,Adani Power Ltd.,337.5
November,Shimla,Tata Power Company Ltd.,218.0
September,Shimla,Adani Power Ltd.,360.0
January,Shimla,Reliance Energy,180.0
January,Shimla,Tata Power Company Ltd.,204.8
May,Shimla,Indowind Energy,552.0
March,Shimla,Adani Power Ltd.,250.5
April,Shimla,Tata Power Company Ltd.,360.0
August,Shimla,Tata Power Company Ltd.,425.25
October,Shimla,Reliance Energy,239.0
November,Shimla,Indowind Energy,132.4
November,Shimla,Indowind Energy,340.8
January,Shimla,Tata Power Company Ltd.,165.2
September,Shimla,Reliance Energy,205.8
August,Shimla,Reliance Energy,358.5
January,Shimla,Reliance Energy,259.6
August,Shimla,Adani Power Ltd.,194.25
November,Shimla,Indowind Energy,150.0
May,Shimla,Tata Power Company Ltd.,542.0
September,Shimla,Reliance Energy,218.4
November,Shimla,Adani Power Ltd.,205.6
October,Shimla,Indowind Energy,242.0
January,Shimla,Indowind Energy,115.2
March,Shimla,Reliance Energy,208.5
January,Shimla,Reliance Energy,199.6
June,Shimla,Reliance Energy,544.5
July,Shimla,Tata Power Company Ltd.,892.5
February,Shimla,Indowind Energy,177.6
August,Shimla,Orient Green,451.5
July,Shimla,Indowind Energy,1084.5
May,Shimla,Tata Power Company Ltd.,581.0
June,Shimla,Adani Power Ltd.,361.5
May,Shimla,Reliance Energy,263.0
September,Shimla,Tata Power Company Ltd.,322.8
March,Shimla,Reliance Energy,211.5
January,Shimla,Tata Power Company Ltd.,146.4
September,Shimla,Reliance Energy,187.8
June,Shimla,Indowind Energy,840.0
July,Shimla,Indowind Energy,862.5
February,Shimla,Adani Power Ltd.,99.6
January,Shimla,Orient Green,176.4
October,Shimla,Indowind Energy,272.5
January,Shimla,Adani Power Ltd.,229.6
March,Shimla,Indowind Energy,162.0
September,Shimla,Orient Green,299.4
December,Shimla,Indowind Energy,229.6
August,Shimla,Tata Power Company Ltd.,261.75
February,Shimla,Tata Power Company Ltd.,182.8
December,Shimla,Reliance Energy,189.6
November,Shimla,Reliance Energy,214.4
June,Shimla,Orient Green,606.0
February,Shimla,Indowind Energy,206.0
August,Shimla,Indowind Energy,300.75
December,Shimla,Indowind Energy,226.8
April,Shimla,Tata Power Company Ltd.,351.75
December,Shimla,Indowind Energy,220.0
July,Shimla,Indowind Energy,793.5
December,Shimla,Tata Power Company Ltd.,165.2
June,Shimla,Adani Power Ltd.,622.5
June,Shimla,Tata Power Company Ltd.,916.5
December,Shimla,Reliance Energy,258.4
August,Shimla,Orient Green,374.25
February,Shimla,Indowind Energy,234.0
May,Shimla,Indowind Energy,410.0
January,Shimla,Reliance Energy,200.4
August,Shimla,Adani Power Ltd.,381.75
December,Shimla,Adani Power Ltd.,241.6
February,Shimla,Tata Power Company Ltd.,151.2
October,Shimla,Orient Green,306.0
July,Shimla,Indowind Energy,889.5
October,Shimla,Adani Power Ltd.,261.5
July,Shimla,Adani Power Ltd.,928.5
October,Shimla,Orient Green,217.5
September,Shimla,Tata Power Company Ltd.,331.2
December,Shimla,Reliance Energy,219.2
November,Shimla,Adani Power Ltd.,195.2
August,Shimla,Adani Power Ltd.,189.75
September,Shimla,Adani Power Ltd.,220.2
August,Shimla,Adani Power Ltd.,312.0
July,Shimla,Orient Green,582.0
March,Shimla,Reliance Energy,305.0
August,Shimla,Reliance Energy,389.25
September,Shimla,Reliance Energy,339.0
December,Shimla,Indowind Energy,144.8
September,Shimla,Indowind Energy,247.2
July,Shimla,Orient Green,1122.0
December,Shimla,Indowind Energy,130.0
May,Shimla,Orient Green,605.0
September,Shimla,Adani Power Ltd.,213.0
December,Shimla,Indowind Energy,172.0
December,Shimla,Orient Green,272.4
June,Shimla,Reliance Energy,670.5
June,Shimla,Reliance Energy,547.5
April,Shimla,Indowind Energy,368.25
June,Shimla,Tata Power Company Ltd.,720.0
March,Shimla,Adani Power Ltd.,292.5
March,Shimla,Tata Power Company Ltd.,320.5
June,Shimla,Adani Power Ltd.,526.5
March,Shimla,Adani Power Ltd.,319.0
January,Shimla,Adani Power Ltd.,306.0
April,Shimla,Orient Green,257.25
August,Shimla,Adani Power Ltd.,453.0
July,Shimla,Indowind Energy,588.0
June,Shimla,Orient Green,937.5
July,Shimla,Reliance Energy,927.0
April,Shimla,Tata Power Company Ltd.,447.0
April,Shimla,Tata Power Company Ltd.,240.0
October,Shimla,Tata Power Company Ltd.,198.5
February,Shimla,Indowind Energy,210.4
December,Shimla,Adani Power Ltd.,197.2
February,Shimla,Adani Power Ltd.,200.0
March,Shimla,Tata Power Company Ltd.,309.5
January,Shimla,Tata Power Company Ltd.,209.2
July,Shimla,Tata Power Company Ltd.,625.5
September,Shimla,Indowind Energy,328.2
March,Shimla,Indowind Energy,207.0
May,Shimla,Tata Power Company Ltd.,380.0
June,Shimla,Orient Green,781.5
June,Shimla,Indowind Energy,1047.0
April,Shimla,Adani Power Ltd.,375.0
June,Shimla,Adani Power Ltd.,352.5
July,Shimla,Indowind Energy,1038.0
September,Shimla,Tata Power Company Ltd.,349.2
May,Shimla,Reliance Energy,575.0
October,Shimla,Reliance Energy,285.0
May,Shimla,Indowind Energy,473.0
June,Shimla,Reliance Energy,834.0
September,Shimla,Adani Power Ltd.,265.8
September,Shimla,Adani Power Ltd.,373.2
June,Shimla,Tata Power Company Ltd.,774.0
December,Shimla,Tata Power Company Ltd.,224.0
March,Shimla,Reliance Energy,293.0
April,Shimla,Indowind Energy,379.5
July,Shimla,Indowind Energy,688.5
May,Shimla,Orient Green,457.0
February,Shimla,Tata Power Company Ltd.,178.0
February,Shimla,Indowind Energy,227.2
September,Shimla,Orient Green,330.0
March,Shimla,Reliance Energy,304.5
December,Shimla,Reliance Energy,230.4
April,Shimla,Orient Green,349.5
February,Shimla,Orient Green,94.8
October,Shimla,Adani Power Ltd.,256.5
August,Shimla,Indowind Energy,489.0
December,Shimla,Tata Power Company Ltd.,266.4
January,Shimla,Tata Power Company Ltd.,222.4
April,Shimla,Reliance Energy,459.0
March,Shimla,Tata Power Company Ltd.,302.5
January,Shimla,Tata Power Company Ltd.,252.0
January,Shimla,Adani Power Ltd.,244.4
September,Shimla,Orient Green,322.2
December,Shimla,Reliance Energy,261.6
October,Shimla,Indowind Energy,268.5
July,Shimla,Adani Power Ltd.,612.0
October,Shimla,Indowind Energy,134.5
March,Shimla,Tata Power Company Ltd.,323.5
August,Shimla,Tata Power Company Ltd.,349.5
February,Shimla,Orient Green,146.8
February,Shimla,Tata Power Company Ltd.,251.6
July,Shimla,Tata Power Company Ltd.,480.0
October,Shimla,Reliance Energy,231.0
March,Shimla,Adani Power Ltd.,230.5
February,Shimla,Orient Green,238.0
August,Shimla,Tata Power Company Ltd.,304.5
January,Shimla,Orient Green,302.8
January,Shimla,Adani Power Ltd.,258.8
June,Shimla,Tata Power Company Ltd.,720.0
June,Shimla,Indowind Energy,1201.5
September,Shimla,Reliance Energy,339.6
August,Shimla,Tata Power Company Ltd.,384.75
June,Shimla,Tata Power Company Ltd.,772.5
June,Shimla,Indowind Energy,505.5
May,Shimla,Reliance Energy,475.0
August,Shimla,Adani Power Ltd.,388.5
August,Shimla,Adani Power Ltd.,501.75
May,Shimla,Reliance Energy,565.0
May,Shimla,Tata Power Company Ltd.,456.0
October,Shimla,Reliance Energy,317.0
February,Shimla,Tata Power Company Ltd.,252.4
May,Shimla,Orient Green,368.0
May,Shimla,Indowind Energy,440.0
November,Shimla,Adani Power Ltd.,216.0
June,Shimla,Adani Power Ltd.,430.5
September,Shimla,Orient Green,283.2
September,Shimla,Reliance Energy,195.6
May,Shimla,Indowind Energy,415.0
April,Shimla,Orient Green,485.25
January,Shimla,Adani Power Ltd.,232.0
February,Shimla,Reliance Energy,227.2
August,Shimla,Reliance Energy,422.25
December,Shimla,Orient Green,171.6
November,Shimla,Tata Power Company Ltd.,225.2
December,Shimla,Indowind Energy,300.0
August,Shimla,Tata Power Company Ltd.,512.25
January,Shimla,Reliance Energy,168.4
September,Shimla,Indowind Energy,399.6
September,Vadodara,Tata Power Company Ltd.,623.22
April,Vadodara,Reliance Energy,586.5
April,Vadodara,Adani Power Ltd.,739.5
December,Vadodara,Adani Power Ltd.,218.28
May,Vadodara,Tata Power Company Ltd.,882.3
July,Vadodara,Tata Power Company Ltd.,1976.25
May,Vadodara,Indowind Energy,513.4
September,Vadodara,Adani Power Ltd.,525.3
January,Vadodara,Orient Green,435.2
July,Vadodara,Adani Power Ltd.,1203.6
April,Vadodara,Tata Power Company Ltd.,641.325
July,Vadodara,Adani Power Ltd.,1287.75
October,Vadodara,Orient Green,344.25
May,Vadodara,Reliance Energy,1122.0
November,Vadodara,Reliance Energy,322.32
March,Vadodara,Indowind Energy,555.9
March,Vadodara,Indowind Energy,503.2
April,Vadodara,Adani Power Ltd.,932.025
April,Vadodara,Tata Power Company Ltd.,563.55
November,Vadodara,Orient Green,288.32
May,Vadodara,Orient Green,952.0
July,Vadodara,Adani Power Ltd.,1124.55
December,Vadodara,Indowind Energy,299.2
October,Vadodara,Tata Power Company Ltd.,417.35
July,Vadodara,Orient Green,1767.15
December,Vadodara,Adani Power Ltd.,386.92
August,Vadodara,Indowind Energy,779.025
October,Vadodara,Indowind Energy,322.15
May,Vadodara,Reliance Energy,824.5
August,Vadodara,Adani Power Ltd.,887.4
March,Vadodara,Tata Power Company Ltd.,427.55
August,Vadodara,Tata Power Company Ltd.,923.1
June,Vadodara,Tata Power Company Ltd.,1435.65
June,Vadodara,Reliance Energy,1201.05
May,Vadodara,Indowind Energy,792.2
October,Vadodara,Adani Power Ltd.,393.55
March,Vadodara,Orient Green,512.55
March,Vadodara,Tata Power Company Ltd.,415.65
November,Vadodara,Adani Power Ltd.,327.08
February,Vadodara,Adani Power Ltd.,469.88
December,Vadodara,Indowind Energy,291.72
September,Vadodara,Indowind Energy,644.64
June,Vadodara,Tata Power Company Ltd.,1111.8
April,Vadodara,Orient Green,540.6
June,Vadodara,Tata Power Company Ltd.,1415.25
March,Vadodara,Indowind Energy,352.75
February,Vadodara,Adani Power Ltd.,354.28
February,Vadodara,Reliance Energy,419.56
March,Vadodara,Orient Green,270.3
May,Vadodara,Tata Power Company Ltd.,1062.5
July,Vadodara,Adani Power Ltd.,1417.8
September,Vadodara,Tata Power Company Ltd.,343.74
November,Vadodara,Tata Power Company Ltd.,419.56
June,Vadodara,Tata Power Company Ltd.,1076.1
May,Vadodara,Reliance Energy,1047.2
February,Vadodara,Orient Green,459.0
January,Vadodara,Tata Power Company Ltd.,431.8
October,Vadodara,Indowind Energy,346.8
January,Vadodara,Indowind Energy,256.36
January,Vadodara,Tata Power Company Ltd.,284.24
November,Vadodara,Orient Green,301.92
June,Vadodara,Adani Power Ltd.,1027.65
September,Vadodara,Adani Power Ltd.,517.14
December,Vadodara,Tata Power Company Ltd.,203.32
June,Vadodara,Adani Power Ltd.,1611.6
August,Vadodara,Indowind Energy,765.0
February,Vadodara,Reliance Energy,382.84
January,Vadodara,Tata Power Company Ltd.,444.72
September,Vadodara,Tata Power Company Ltd.,483.48
May,Vadodara,Tata Power Company Ltd.,989.4
April,Vadodara,Indowind Energy,378.675
October,Vadodara,Indowind Energy,255.0
April,Vadodara,Tata Power Company Ltd.,428.4
May,Vadodara,Orient Green,700.4
March,Vadodara,Tata Power Company Ltd.,379.95
September,Vadodara,Reliance Energy,593.64
July,Vadodara,Orient Green,1690.65
March,Vadodara,Orient Green,436.9
March,Vadodara,Reliance Energy,454.75
October,Vadodara,Adani Power Ltd.,607.75
February,Vadodara,Indowind Energy,502.52
March,Vadodara,Adani Power Ltd.,396.95
April,Vadodara,Adani Power Ltd.,627.3
June,Vadodara,Indowind Energy,1858.95
February,Vadodara,Reliance Energy,240.04
June,Vadodara,Indowind Energy,1448.4
December,Vadodara,Reliance Energy,364.48
September,Vadodara,Reliance Energy,561.0
July,Vadodara,Indowind Energy,1762.05
December,Vadodara,Reliance Energy,385.56
